"","RiskPerformance","ExternalRiskEstimate","MSinceOldestTradeOpen","MSinceMostRecentTradeOpen","AverageMInFile","NumSatisfactoryTrades","NumTrades60Ever2DerogPubRec","NumTrades90Ever2DerogPubRec","PercentTradesNeverDelq","MSinceMostRecentDelq","MaxDelq2PublicRecLast12M","MaxDelqEver","NumTotalTrades","NumTradesOpeninLast12M","PercentInstallTrades","MSinceMostRecentInqexcl7days","NumInqLast6M","NumInqLast6Mexcl7days","NetFractionRevolvingBurden","NetFractionInstallBurden","NumRevolvingTradesWBalance","NumInstallTradesWBalance","NumBank2NatlTradesWHighUtilization","PercentTradesWBalance","No_report","No_valid_MSinceOldestTradeOpen","No_valid_MSinceMostRecentDelq","No_valid_MSinceMostRecentInqexcl7days","No_valid_NetFractionRevolvingBurden","No_valid_NetFractionInstallBurden","No_valid_NumRevolvingTradesWBalance","No_valid_NumInstallTradesWBalance","No_valid_NumBank2NatlTradesWHighUtilization","No_MSinceMostRecentDelq","No_MSinceMostRecentInqexcl7days"
"4987","Good",85,216,6,66,20,0,0,100,32.66,"7","8",20,2,45,2,1,1,4,75,3,2,1,45,"0","0","0","0","0","0","0","0","0","1","0"
"5127","Bad",68,72,5,38,21,0,0,95,20,"6","6",22,3,36,0,1,1,47,90,3,5,1,73,"0","0","0","0","0","0","0","0","0","0","0"
"227","Good",89,408,4,108,28,0,0,100,30.991,"7","8",30,2,20,0,1,1,10,66,4,2,0,55,"0","0","0","0","0","0","0","0","0","1","0"
"3652","Bad",74,343,6,93,34,0,0,97,15,"6","6",44,3,35,0,3,3,2,73,5,3,1,42,"0","0","0","0","0","0","0","0","0","0","0"
"5167","Bad",71,128,3,68,12,1,1,85,27,"6","3",13,3,23,0,0,0,80,99,6,2,1,80,"0","0","0","0","0","0","0","0","0","0","0"
"4877","Good",86,153,17,77,19,0,0,100,34.424,"7","8",21,0,43,0,1,1,8,92,1,4,0,83,"0","0","0","0","0","0","0","0","0","1","0"
"7334","Good",62,189,31,80,8,3,2,36,32,"6","3",11,0,27,0,2,2,57,50.116,3,1,0,80,"0","0","0","0","0","1","0","0","0","0","0"
"5267","Bad",60,70,8,39,10,2,1,83,19,"6","5",13,1,58,0,1,1,89,93,4,3,2,88,"0","0","0","0","0","0","0","0","0","0","0"
"1774","Bad",77,137,20,68,17,0,0,100,29.4037922705314,"7","8",18,0,17,0,5,4,48,58.4556666666667,2,1,1,60,"0","0","0","0","0","1","0","0","0","1","0"
"2113","Bad",64,240,5,93,20,2,2,91,7,"0","2",22,3,41,0.602307692307692,3,3,66,97,5,1,1,88,"0","0","0","0","0","0","0","0","0","0","1"
"7265","Bad",88,130,6,183,15,0,0,100,37.8546153846154,"7","8",15,1,7,4.57,0,0,12,60.6445555555556,2,1.09,0,67,"0","0","0","1","0","1","0","1","0","1","0"
"7257","Good",82,139,9,59,17,0,0,100,34.374,"7","8",17,1,35,4.54059383753501,0,0,0,68.0571855571497,1,1,0.12,50,"0","0","0","1","0","1","0","0","1","1","0"
"1457","Bad",77,264,4,78,35,0,0,100,40.4176666666667,"7","8",35,7,6,0,2,1,11,70.4743333333333,6,2,2,47,"0","0","0","0","0","1","0","0","0","1","0"
"792","Good",86,290,10,94,25,0,0,100,33.024,"7","8",27,1,56,7,0,0,4,29,2,4,0,60,"0","0","0","0","0","0","0","0","0","1","0"
"6721","Bad",70,206,3,96,18,3,0,59,11,"4","5",22,1,41,0,2,2,10,37,4,1,0,50,"0","0","0","0","0","0","0","0","0","0","0"
"3519","Good",70,150,26,165,31,0,0,95,1,"4","6",10,0,37,1,3,3,7,50.5834848484848,4,2,0,46,"0","0","0","0","0","1","0","0","0","0","0"
"8975","Good",72,164,6,76,34,0,0,100,31.0121428571429,"7","8",36,2,36,0,1,1,38,26,5,3,1,62,"0","0","0","0","0","0","0","0","0","1","0"
"8598","Bad",69,208,23,125,7,2,0,73,24,"6","5",11,0,73,0.91,5,5,42.25,46.0742857142857,1.885,1,0.46,100,"0","0","0","0","1","1","1","0","1","0","1"
"2382","Bad",67,293,2,78,26,0,0,100,32.88,"7","8",27,4,26,0.546666666666667,1,1,50,75,8,2,3,61,"0","0","0","0","0","0","0","0","0","1","1"
"4592","Bad",77,265,4,84,23,1,0,80,8,"4","5",25,4,20,4,1,1,2,69.5133333333333,3,1,0,36,"0","0","0","0","0","1","0","0","0","0","0"
"5573","Good",74,268,22,121,17,1,0,67,26,"6","5",21,0,38,0,1,1,27,63,5,3,1,80,"0","0","0","0","0","0","0","0","0","0","0"
"8122","Good",71,357,5,71,26,0,0,96,60,"6","6",27,3,52,5,0,0,39,68.2116666666667,3,3,1,75,"0","0","0","0","0","1","0","0","0","0","0"
"5841","Bad",86,70,9,39,10,0,0,100,30.9816666666667,"7","8",10,1,10,0,0,0,0,70.675,1,1,0,22,"0","0","0","0","0","1","0","0","0","1","0"
"6565","Good",84,165,1,84,18,0,0,100,33.0680784313725,"7","8",20,1,50,2,1,1,12,63,4,1,0,71,"0","0","0","0","0","0","0","0","0","1","0"
"3432","Good",73,94,11,80,34,0,0,94,2,"4","6",2,1,26,4,2,2,0,72,0,3,0,18,"0","0","0","0","0","0","0","0","0","0","0"
"9679","Bad",61,140,2,74,27,3,2,89,4,"4","2",37,4,59,0,1,1,30,67,4,6,2,100,"0","0","0","0","0","0","0","0","0","0","0"
"7911","Bad",52,296,7,95,43,2,0,89,3,"4","5",47,1,68,0,1,1,69,44,6,10,3,85,"0","0","0","0","0","0","0","0","0","0","0"
"1324","Good",87,324,37,104,16,0,0,100,31.7470833333333,"7","8",16,0,0,0,0,0,5,49.8094126984127,2,1.24,0,14,"0","0","0","0","0","1","0","1","0","1","0"
"5454","Good",65,185,3,66,11,3,3,92,60,"6","3",12,4,17,1.0885,1,1,65,98,3,2,1,63,"0","0","0","0","0","0","0","0","0","0","1"
"7136","Good",85,167,2,58,11,0,0,100,34.34,"7","8",12,2,42,1.33360452961672,2,2,15,74.6223186813187,2,1,0,75,"0","0","0","0","0","1","0","0","0","1","1"
"9083","Good",87,172,11,72,19,0,0,100,34.935,"7","8",19,1,32,16,0,0,0,25,1,2,0,27,"0","0","0","0","0","0","0","0","0","1","0"
"9041","Bad",75,136,33,74,17,0,0,100,31.755,"7","8",25,0,65,2,1,1,83,165,1,9,1,77,"0","0","0","0","0","0","0","0","0","1","0"
"8517","Good",42,174,1,66,44,11,8,70,3,"0","2",57,5,66,0,7,6,23,68,2,5,0,64,"0","0","0","0","0","0","0","0","0","0","0"
"9167","Good",76,42,21,32,4,0,0,100,33.77,"7","8",4,0,75,20,0,0,0,67,0,2,0.122,67,"0","0","0","0","0","0","0","0","1","1","0"
"6648","Good",85,149,8,63,15,0,0,100,29.56,"7","8",15,1,40,0,2,2,5,32,1,3,0,44,"0","0","0","0","0","0","0","0","0","1","0"
"8144","Bad",69,193,7,62,15,0,0,100,32.64,"7","8",16,1,44,6,0,0,77,70,5,3,4,80,"0","0","0","0","0","0","0","0","0","1","0"
"1832","Good",88,196.806944444444,16,121,24,0,0,100,33.2316666666667,"7","8",0,0,17,11.6508693078022,0,0,0,52,1,2,0,30,"0","1","0","0","0","0","0","0","0","1","1"
"6751","Bad",68,161,8,50,4,0,0,100,38.3322222222222,"7","8",4,1,0,0,0,0,87,67.5833333333333,4,1.1,3,100,"0","0","0","0","0","1","0","1","0","1","0"
"4131","Good",83,139,2,67,26,0,0,100,35.8127450980392,"7","8",30,2,23,1.45432816537468,1,1,9,13,2,2,0,45,"0","0","0","0","0","0","0","0","0","1","1"
"913","Good",88,327,4,87,36,0,0,100,33.954,"7","8",40,2,25,0,1,1,0,64.4400476190476,0,1,0,8,"0","0","0","0","0","1","0","0","0","1","0"
"8430","Bad",79,210,5,88,38,0,0,100,29.97,"7","8",42,3,45,0,1,1,55,71.1833333333333,3,2,1,71,"0","0","0","0","0","1","0","0","0","1","0"
"410","Good",88,393,16,158,15,0,0,100,36.2633333333333,"7","8",16,0,13,0,0,0,9,59.013552631579,3,1,0,50,"0","0","0","0","0","1","0","0","0","1","0"
"277","Good",69,338,2,62,22,0,0,96,12,"6","6",23,3,35,0,4,4,25,100,3,2,1,45,"0","0","0","0","0","0","0","0","0","0","0"
"3303","Good",89,378,7,141,21,0,0,100,33.8526666666667,"7","8",10,1,24,15,0,0,2,6,1,2,0,23,"0","0","0","0","0","0","0","0","0","1","0"
"6610","Bad",64,94,3,59,45,0,0,100,32.7828571428571,"7","8",49,5,21,0,8,8,37,68.6595,12,2,4,67,"0","0","0","0","0","1","0","0","0","1","0"
"8233","Bad",78,97,13,51,14,0,0,93,45,"6","6",14,0,21,5.19119279973758,0,0,20,65,2,3,0,71,"0","0","0","0","0","0","0","0","0","0","1"
"4377","Bad",61,183,7,76,8,2,2,80,1,"4","2",12,2,33,0,0,0,0,67.7383333333333,1,1,0,50,"0","0","0","0","0","1","0","0","0","0","0"
"6796","Bad",82,323,7,95,27,1,1,96,44,"6","4",28,2,46,0,1,1,19,77,8,4,0,80,"0","0","0","0","0","0","0","0","0","0","0"
"6447","Good",84,184,4,98,22,0,0,100,32.7266666666667,"7","8",23,1,57,0,3,2,6,65.9323809523809,2,1.55363636363636,0,50,"0","0","0","0","0","1","0","1","0","1","0"
"8619","Good",69,234,7,104,13,1,1,100,29.7155555555556,"7","8",13,1,38,4.32658429118774,0,0,44,68.1591666666667,3,1,1,80,"0","0","0","0","0","1","0","0","0","1","1"
"7518","Bad",75,337,5,115,27,0,0,89,7,"4","6",27,1,37,11,0,0,3,3,2,2,0,42,"0","0","0","0","0","0","0","0","0","0","0"
"2795","Bad",59,145.63,4,78,17,0,0,76,1,"4","6",0,2,29,0,2,2,53,80,4,3,1,70,"0","1","0","0","0","0","0","0","0","0","0"
"708","Bad",57,130,6,38,15,0,0,80,1,"4","6",15,1,27,13,0,0,84,71,6,3,4,82,"0","0","0","0","0","0","0","0","0","0","0"
"6710","Bad",66,76,2,42,6,1,1,100,34.14,"6","8",8,2,38,0,2,2,48,95,2,2,0,80,"0","0","0","0","0","0","0","0","0","1","0"
"6230","Good",82,351,11,101,30,0,0,100,26.7003333333333,"7","8",31,1,6,6.39602707856598,0,0,8,50,8,1,1,39,"0","0","0","0","0","0","0","0","0","1","1"
"9237","Bad",91,449,4,149,11,0,0,100,36.095,"7","8",11,2,9,0,0,0,0,65.7825892857143,1,1,0,25,"0","0","0","0","0","1","0","0","0","1","0"
"1524","Bad",61,119,5,60,8,1,1,78,8,"4","3",9,1,67,0,0,0,115,78,1,2,1,75,"0","0","0","0","0","0","0","0","0","0","0"
"2372","Good",83,129.637333333333,6,55,6,0,0,100,37.4460784313725,"7","8",0,3,67,2.11771428571429,1,1,15,101,2,2,0,100,"0","1","0","0","0","0","0","0","0","1","1"
"2497","Good",82,233,2,92,56,0,0,100,34.7666666666667,"7","8",66,9,49,0,1,1,8,64,2,13,2,62,"0","0","0","0","0","0","0","0","0","1","0"
"2630","Bad",68,79,8,75,40,1,1,95,1,"0","2",9,3,44,8,0,0,5,87,4,6,0,61,"0","0","0","0","0","0","0","0","0","0","0"
"9216","Bad",64,228,10,86,18,1,1,85,7,"0","2",20,1,55,0,1,1,47,44,3,5,1,83,"0","0","0","0","0","0","0","0","0","0","0"
"7823","Bad",74,111,2,52,26,0,0,100,32.9755555555556,"7","8",29,5,34,0,0,0,46,92,5,2,2,64,"0","0","0","0","0","0","0","0","0","1","0"
"1921","Good",63,104,3,42,13,3,3,87,29,"0","3",15,3,40,1.02214285714286,4,4,41,100,5,6,0,85,"0","0","0","0","0","0","0","0","0","0","1"
"1023","Good",83,165,7,92,33,0,0,100,31.99875,"7","8",50,1,68,0,1,1,16,85,3,6,0,69,"0","0","0","0","0","0","0","0","0","1","0"
"6094","Bad",67,342,3,64,19,0,0,89,2,"4","6",19,3,37,0,2,2,14,95,2,3,0,55,"0","0","0","0","0","0","0","0","0","0","0"
"8648","Good",73,229,4,56,32,0,0,100,32.1033333333333,"7","8",33,5,63,5,1,1,18,69,3,12,1,83,"0","0","0","0","0","0","0","0","0","1","0"
"2145","Bad",66,98,4,31,15,1,1,94,35,"6","2",35,1,50,3.22183333333333,0,0,58,78,5,4,1,91,"0","0","0","0","0","0","0","0","0","0","1"
"1764","Bad",57,26,7,18,5,0,0,100,30.4422222222222,"7","8",5,1,60,0,1,1,100,77.2816666666667,2,1,2,100,"0","0","0","0","0","1","0","0","0","1","0"
"4340","Good",74,186,7,71,38,0,0,100,29.1,"7","8",39,2,46,3,2,2,20,62,6,4,1,67,"0","0","0","0","0","0","0","0","0","1","0"
"6768","Bad",82,297,19,88,31,0,0,100,29.3778571428571,"7","8",31,0,29,0,0,0,20,52.0728715437788,5,1,0,40,"0","0","0","0","0","1","0","0","0","1","0"
"808","Good",78,233,9,103,42,0,0,100,31.5483333333333,"7","8",42,2,38,7.0877675481808,0,0,20,85,5,4,0,56,"0","0","0","1","0","0","0","0","0","1","0"
"2254","Good",80,201,4,93,28,1,0,97,37,"6","5",9,2,7,7.66385714285714,0,0,11,99,4,1,0,33,"0","0","0","0","0","0","0","0","0","0","1"
"9383","Bad",73,102,6,50,17,0,0,100,31.1892857142857,"7","8",17,1,35,0,1,1,49,57,3,1,1,57,"0","0","0","0","0","0","0","0","0","1","0"
"7612","Good",74,183,10,44,12,0,0,100,35.49,"7","8",12,1,33,6,1,0,39,64.68,2,1,1,75,"0","0","0","0","0","1","0","0","0","1","0"
"5060","Bad",64,193,9,70,17,0,0,94,22,"6","6",17,1,24,0,1,1,67,65.1333333333333,6,1,3,100,"0","0","0","0","0","1","0","0","0","0","0"
"339","Bad",62,185,9,52,14,1,0,76,3,"4","5",17,1,65,0,5,5,26,70,3,4,1,100,"0","0","0","0","0","0","0","0","0","0","0"
"1922","Bad",67,235,5,39,11,0,0,91,6,"4","6",30,3,27,0.98,1,1,47,78,3,2,0,71,"0","0","0","0","0","0","0","0","0","0","1"
"4940","Bad",66,251,17,98,35,0,0,92,1,"4","6",38,0,16,6.10227392449517,0,0,60,55.3284615384615,3,1,1,36,"0","0","0","0","0","1","0","0","0","0","1"
"8007","Good",71,190.976,2,71,20,0,0,92,16,"6","6",26,5,42,2,2,2,37,75.0559365079365,4,1,0,63,"0","1","0","0","0","1","0","0","0","0","0"
"3577","Good",83,196,29,82,21,0,0,100,33.819,"7","8",35,0,57,17,0,0,2,51,1,4,0,63,"0","0","0","0","0","0","0","0","0","1","0"
"2824","Good",83,391,23,145,25,0,0,96,40,"6","6",51,0,26,23,0,0,5,15,3,2,0,38,"0","0","0","0","0","0","0","0","0","0","0"
"7768","Bad",70,143,3,65,19,0,0,95,40,"6","6",20,3,50,13,0,0,75,78.9939285714286,5,2,2,88,"0","0","0","0","0","1","0","0","0","0","0"
"4671","Good",91,303,4,101,11,0,0,100,36.43,"7","8",12,1,36,6.78940068533617,0,0,1,97,2,2,0,57,"0","0","0","1","0","0","0","0","0","1","0"
"7997","Good",82,256.827164556962,14,97,21,0,0,100,29.64,"7","8",21,0,14,9.31894736842105,0,0,12,3,2,2,1,31,"0","1","0","1","0","0","0","0","0","1","0"
"852","Good",84,249,24,104,37,0,0,100,36.3625,"7","8",38,0,30,2,3,3,3,20,1,3,0,45,"0","0","0","0","0","0","0","0","0","1","0"
"2789","Bad",79,149,4,58,29,0,0,100,34.1820833333333,"7","8",32,4,6,0,3,3,6,92,2,2,0,27,"0","0","0","0","0","0","0","0","0","1","0"
"2282","Bad",80,247,11,133,45,0,0,92,25,"6","6",53,1,45,6.73557971014493,0,0,2,29,5,4,0,53,"0","0","0","0","0","0","0","0","0","0","1"
"4957","Bad",54,207,3,69,34,1,0,75,1,"3","5",38,6,25,2,2,2,17,80,8,5,1,68,"0","0","0","0","0","0","0","0","0","0","0"
"8748","Good",75,191,3,71,25,0,0,100,34.1,"7","8",26,4,42,10,0,0,66,86,6,2,1,73,"0","0","0","0","0","0","0","0","0","1","0"
"288","Good",62,21,12,17,4,0,0,100,28.175,"7","8",4,0,50,0,4,3,120,83,1,2,1,75,"0","0","0","0","0","0","0","0","0","1","0"
"3723","Bad",62,150,3,66,40,3,0,91,2,"3","2",45,3,20,0,3,3,49,62,11,3,2,50,"0","0","0","0","0","0","0","0","0","0","0"
"9026","Good",83,220,1,121,39,0,0,100,31.4848333333333,"7","8",41,1,39,2.27023076923077,1,1,17,66.3518333333333,6,1,0,47,"0","0","0","0","0","1","0","0","0","1","1"
"838","Good",81,419,11,240,13,0,0,100,38.7705555555556,"7","8",13,1,8,11,0,0,55,61.5266666666667,3,1.1,1,50,"0","0","0","0","0","1","0","1","0","1","0"
"4908","Good",71,131,3,61,35,0,0,100,31.885,"7","8",37,5,50,0.63,5,5,43,94,6,2,1,89,"0","0","0","0","0","0","0","0","0","1","1"
"7790","Good",85,192,5,92,24,0,0,100,33.32875,"7","8",26,2,46,5,1,1,2,91,4,2,0,67,"0","0","0","0","0","0","0","0","0","1","0"
"7405","Bad",62,137,23,90,13,0,0,71,7,"4","6",14,0,7,0,1,1,44,51.5193333333333,4,1.07,3,67,"0","0","0","0","0","1","0","1","0","0","0"
"5119","Bad",81,170,7,72,6,0,0,100,35.484126984127,"7","8",6,1,0,0,0,0,19,59.2911582633053,4,1.08,1,67,"0","0","0","0","0","1","0","1","0","1","0"
"5528","Good",89,320,26,139,9,0,0,100,39.2358653846154,"7","8",9,0,11,1,1,1,1,62.4371616161616,2,1.06,0,40,"0","0","0","0","0","1","0","1","0","1","0"
"9203","Bad",85,77,13,40,8,0,0,100,32.1506666666667,"7","8",8,0,50,0,0,0,4,68.295119047619,1,1,0,40,"0","0","0","0","0","1","0","0","0","1","0"
"6998","Bad",56,131,2,62,27,4,0,70,10,"4","5",33,4,45,0.763333333333333,2,2,31,84,5,6,2,69,"0","0","0","0","0","0","0","0","0","0","1"
"5075","Good",72,181,11,77,22,0,0,96,9,"4","6",23,1,48,0,4,4,31,45,3,4,0,78,"0","0","0","0","0","0","0","0","0","0","0"
"8018","Bad",67,120.925833333333,3,43,19,0,0,100,30.28,"7","8",22,2,27,14,0,0,53,41,6,4,3,71,"0","1","0","0","0","0","0","0","0","1","0"
"7384","Bad",71,152,4,68,36,0,0,100,35.065,"7","8",38,4,44,4,2,2,57,88,6,3,1,82,"0","0","0","0","0","0","0","0","0","1","0"
"6799","Good",76,232,3,81,20,0,0,100,33.39,"7","8",20,3,35,0,1,1,46,94,4,5,3,75,"0","0","0","0","0","0","0","0","0","1","0"
"4393","Bad",71,208,3,62,28,1,1,97,40,"6","2",29,6,34,0,1,1,27,97,4,3,0,50,"0","0","0","0","0","0","0","0","0","0","0"
"491","Bad",63,75,11,50,31,1,0,97,17,"6","5",32,1,22,0.7,2,2,18,68,9,1,1,69,"0","0","0","0","0","1","0","0","0","0","1"
"4024","Bad",60,69,2,35,25,0,0,96,1,"4","6",27,4,26,0,4,4,58,78,2,2,2,67,"0","0","0","0","0","0","0","0","0","0","0"
"4536","Good",73,162,3,110,14,1,0,73,32,"6","5",15,3,7,3,2,2,16,58.725,5,1,0,67,"0","0","0","0","0","1","0","0","0","0","0"
"8994","Good",82,231,13,158,15,0,0,100,37.625,"7","8",17,0,24,0.730932523997741,1,1,31,59.9390346320346,4,1,1,56,"0","0","0","0","0","1","0","0","0","1","1"
"8311","Good",72,269,2,86,25,0,0,85,0,"4","6",26,1,12,0,2,2,1,53.7452380952381,3,1,0,29,"0","0","0","0","0","1","0","0","0","0","0"
"4604","Bad",70,166,14,82,26,1,0,79,17,"6","5",28,0,29,1,1,1,42,87,7,2,0,45,"0","0","0","0","0","0","0","0","0","0","0"
"8137","Good",82,429,10,115,30,0,0,97,19,"6","6",30,1,13,11,0,0,10,51,11,2,0,65,"0","0","0","0","0","0","0","0","0","0","0"
"5599","Good",84,140,5,74,22,0,0,100,35.5483333333333,"7","8",24,2,14,0,1,1,36,22,1,2,0,30,"0","0","0","0","0","0","0","0","0","1","0"
"2322","Bad",54,194,11,85,11,3,2,43,3,"3","2",30,1,36,3.08,0,0,55,61.7261538461538,4,1,1,83,"0","0","0","0","0","1","0","0","0","0","1"
"3226","Good",81,114.786,1,45,11,0,0,100,34.6727450980392,"7","8",0,2,46,1,1,1,10,95,1,2,0,50,"0","1","0","0","0","0","0","0","0","1","0"
"3875","Bad",64,257,7,62,16,0,0,94,44,"6","6",16,4,38,0,3,3,90,95,4,2,3,100,"0","0","0","0","0","0","0","0","0","0","0"
"5959","Good",72,131,7,57,24,0,0,100,33.0360144927536,"7","8",24,2,25,0,0,0,28,42,6,2,2,50,"0","0","0","0","0","0","0","0","0","1","0"
"186","Good",85,267,18,72,8,0,0,100,33.435,"7","8",8,0,25,17,0,0,17,62,2,1,0,75,"0","0","0","0","0","0","0","0","0","1","0"
"1081","Bad",64,165,15,83,9,1,1,100,38.1833333333333,"5","8",10,0,44,0,0,0,92,62.78,3,1,1,100,"0","0","0","0","0","1","0","0","0","1","0"
"2023","Bad",64,178,2,103,9,1,0,91,2,"3","5",20,1,45,0.81,1,1,76,100,3,2,1.16333333333333,83,"0","0","0","0","0","0","0","0","1","0","1"
"4616","Bad",63,76,5,40,20,1,1,86,27.92,"5","6",22,2,27,0,2,1,94,45,14,3,1,100,"0","0","1","0","0","0","0","0","0","0","0"
"874","Good",79,171,34,95,6,0,0,100,39.1913333333333,"7","8",6,0,67,6,0,0,28.1552380952381,39.9166666666667,1.36666666666667,1,0.24,100,"0","0","0","0","1","1","1","0","1","1","0"
"1412","Good",70,156,8,81,20,5,4,95,39,"6","5",21,1,67,0,8,8,11,53,2,4,0,60,"0","0","0","0","0","0","0","0","0","0","0"
"8162","Good",80,208,12,76,30,1,0,97,23,"6","5",31,0,13,0,0,0,1,71,5,2,0,35,"0","0","0","0","0","0","0","0","0","0","0"
"8590","Bad",78,182,5,63,22,0,0,91,60,"6","6",22,1,36,0.668333333333333,2,2,21,95,2,2,0.45,100,"0","0","0","0","0","0","0","0","1","0","1"
"1685","Good",84,317,2,132,26,0,0,100,30.485,"7","8",27,2,22,0,0,0,16,51,5,3,1,57,"0","0","0","0","0","0","0","0","0","1","0"
"6546","Good",73,152,2,60,21,0,0,100,33.38,"7","8",22,1,64,0,3,3,61,68,4,3,1,78,"0","0","0","0","0","0","0","0","0","1","0"
"7920","Good",75,160,3,85,20,1,0,91,10,"3","5",25,1,16,0,0,0,2,28,5,2,0,58,"0","0","0","0","0","0","0","0","0","0","0"
"8953","Bad",60,16,7,12,2,1,1,100,31.5513888888889,"7","8",3,1,100,0,0,0,69.2234782608696,89,1.21666666666667,2,0.76,100,"0","0","0","0","1","0","1","0","1","1","0"
"4160","Bad",66,163,1,55,31,0,0,91,13,"6","6",33,3,42,2.77083333333333,1,0,64,82,5,3,2,89,"0","0","0","0","0","0","0","0","0","0","1"
"1241","Bad",69,271,1,81,36,1,0,97,12,"6","5",39,2,26,0,6,6,35,94,4,2,1,46,"0","0","0","0","0","0","0","0","0","0","0"
"257","Good",77,173,14,71,39,0,0,100,39.8675,"6","8",42,0,31,0,0,0,19,66,8,3,1,50,"0","0","0","0","0","0","0","0","0","1","0"
"1245","Good",84,290,2,140,16,0,0,100,42.11,"7","8",19,1,21,0,8,8,0,97,1,2,0,44,"0","0","0","0","0","0","0","0","0","1","0"
"7017","Bad",57,151,7,65,14,4,4,81,5,"2","4",16,2,75,0.81,1,1,36,90,1,3,0,100,"0","0","0","0","0","0","0","0","0","0","1"
"3504","Good",78,368,26,132,28,0,0,96,47,"6","6",38,0,29,2,2,2,15,48.9493333333333,1,2,0,30,"0","0","0","0","0","1","0","0","0","0","0"
"5239","Bad",66,109,7,52,3,2,2,80,37.286,"6","6",5,1,40,0,4,4,62.9733333333333,75.6326666666667,1.57166666666667,1,0.7275,100,"0","0","1","0","1","1","1","0","1","0","0"
"9059","Bad",70,118,6,52,24,0,0,88,33.5613888888889,"6","6",26,5,38,1,2,2,54,77.2204166666667,2,1,1,60,"0","0","1","0","0","1","0","0","0","0","0"
"6693","Good",65,128,5,46,19,0,0,100,30.2316666666667,"7","8",20,2,20,0,1,1,59,68.8657825311943,8,1,5,82,"0","0","0","0","0","1","0","0","0","1","0"
"1361","Bad",65,220,4,95,35,0,0,94,10,"4","6",35,1,26,0,0,0,53,65.28,7,2,1,63,"0","0","0","0","0","1","0","0","0","0","0"
"3223","Good",88,331,3,113,20,0,0,100,30.406,"7","8",28,1,24,7,0,0,10,65.6602356321839,4,3,0,70,"0","0","0","0","0","1","0","0","0","1","0"
"1808","Good",88,330,2,93,18,0,0,100,34.535,"7","8",19,1,32,0,1,1,3,99,6,1,0,64,"0","0","0","0","0","0","0","0","0","1","0"
"2848","Good",73,74,3,50,15,0,0,89,14,"6","6",3,3,28,1,1,1,10,75.7383333333333,2,1,0,38,"0","0","0","0","0","1","0","0","0","0","0"
"361","Bad",82,163,4,71,25,0,0,100,42.58875,"6","8",28,4,29,0,0,0,18,98,4,2,0,55,"0","0","0","0","0","0","0","0","0","1","0"
"2651","Bad",56,139,21,98,19,1,1,81,1,"4","2",12,0,43,21,0,0,60,51.0118181818182,4,3,1,88,"0","0","0","0","0","1","0","0","0","0","0"
"3319","Good",62,135,6,55,11,1,0,77,4,"4","5",12,1,46,15,0,0,70,85,3,2,1,71,"0","0","0","0","0","0","0","0","0","0","0"
"1420","Bad",56,148,12,59,13,2,2,75,1,"0","2",16,0,63,0,1,1,86,4,3,2,1,71,"0","0","0","0","0","0","0","0","0","0","0"
"9131","Good",80,138,44,97,26,0,0,100,31.2751785714286,"7","8",34,0,62,6,0,0,8,50.224,1,1,0,33,"0","0","0","0","0","1","0","0","0","1","0"
"1087","Bad",72,177,0,48,31,0,0,100,33.363,"7","8",34,7,47,0,12,12,45,93,6,6,2,60,"0","0","0","0","0","0","0","0","0","1","0"
"9667","Bad",65,80,11,53,12,1,1,85,21,"6","2",14,1,38,13,0,0,0,85,0,2,0.31,67,"0","0","0","0","0","0","0","0","1","0","0"
"6468","Good",70,207,5,58,12,1,1,100,34.55,"6","8",14,3,29,1,4,4,2,75.8143809523809,1,1,0,29,"0","0","0","0","0","1","0","0","0","1","0"
"8129","Good",83,244,3,69,33,0,0,100,35.59975,"7","8",34,3,15,4,1,1,1,85,6,2,0,38,"0","0","0","0","0","0","0","0","0","1","0"
"1169","Bad",79,350,4,97,28,0,0,100,31.4796428571429,"7","8",28,1,39,0,0,0,29,90,1,3,1,27,"0","0","0","0","0","0","0","0","0","1","0"
"8340","Bad",72,79,2,26,13,0,0,100,36.296347826087,"7","8",15,2,27,0,1,1,28,65,6,3,1,69,"0","0","0","0","0","0","0","0","0","1","0"
"2534","Bad",57,231,10,19,7,0,0,100,28.1188888888889,"7","8",25,2,43,6,0,0,97,78,4,2,3,100,"0","0","0","0","0","0","0","0","0","1","0"
"3131","Good",88,161,12,49,7,0,0,100,34.7475,"7","8",15,0,29,11,0,0,0,64.851152014652,0,1,0,33,"0","0","0","0","0","1","0","0","0","1","0"
"129","Bad",78,41,3,16,3,0,0,100,32.613,"7","8",3,2,67,0.956666666666667,16,16,0,80.919,0,1,0.34,50,"0","0","0","0","0","1","0","0","1","1","1"
"6901","Good",72,73,2,34,30,0,0,100,32.2672023809524,"7","8",31,4,19,0,4,4,21,95,7,3,2,50,"0","0","0","0","0","0","0","0","0","1","0"
"6957","Bad",66,81,4,35,10,0,0,100,37.6,"7","8",10,3,60,0,1,1,79,94,4,2,2,100,"0","0","0","0","0","0","0","0","0","1","0"
"4564","Good",85,207,3,63,21,0,0,100,35.0566666666667,"7","8",21,1,29,4,1,1,9,70,3,2,0,45,"0","0","0","0","0","0","0","0","0","1","0"
"4867","Bad",63,207,1,58,35,1,0,95,20,"6","5",37,3,41,0,2,2,51,61,5,3,3,69,"0","0","0","0","0","0","0","0","0","0","0"
